policy_id,customer_id,product_type,state,premium_amount,coverage_amount,policy_start_date,policy_status,agent_id,created_at
POL-002885,CUST-7468,Whole Life,VA,4617.45,100000,2022-11-05,Cancelled,AGT-237,2026-04-19T06:51:59.680512
POL-002886,CUST-3459,Annuity,MH,1940.33,100000,2021-05-08,Lapsed,AGT-817,2026-04-19T06:51:59.680527
POL-002887,CUST-7008,Annuity,NM,3635.71,100000,2025-04-11,Active,AGT-924,2026-04-19T06:51:59.680542
POL-002888,CUST-4516,Annuity,KY,728.2,1000000,2023-11-15,Active,AGT-894,2026-04-19T06:51:59.680557
POL-002889,CUST-2592,Whole Life,OK,4847.54,100000,2025-01-28,Lapsed,AGT-382,2026-04-19T06:51:59.680571
POL-002890,CUST-4125,Universal Life,WA,4682.33,500000,2025-02-23,Cancelled,AGT-496,2026-04-19T06:51:59.680586
POL-002891,CUST-6028,Whole Life,TN,1138.86,100000,2023-11-17,Cancelled,AGT-176,2026-04-19T06:51:59.680601
POL-002892,CUST-3558,Term Life,DC,790.14,1000000,2021-07-25,Active,AGT-532,2026-04-19T06:51:59.680615
POL-002893,CUST-3017,Annuity,RI,3109.83,1000000,2026-03-31,Lapsed,AGT-670,2026-04-19T06:51:59.680629
POL-002894,CUST-9107,Annuity,NM,395.51,100000,2021-08-18,Pending,AGT-836,2026-04-19T06:51:59.680645
POL-002895,CUST-2398,Universal Life,MO,2188.37,100000,2021-12-13,Pending,AGT-333,2026-04-19T06:51:59.680659
POL-002896,CUST-3129,Whole Life,SD,4314.05,100000,2024-01-10,Cancelled,AGT-427,2026-04-19T06:51:59.680676
POL-002897,CUST-5277,Whole Life,PR,4156.06,100000,2024-05-16,Lapsed,AGT-818,2026-04-19T06:51:59.680692
POL-002898,CUST-5676,Term Life,TN,1323.52,100000,2025-10-19,Active,AGT-730,2026-04-19T06:51:59.680706
POL-002899,CUST-6950,Universal Life,CA,4787.29,1000000,2024-01-17,Cancelled,AGT-533,2026-04-19T06:51:59.680720
POL-002900,CUST-6050,Term Life,PR,1917.35,500000,2024-12-13,Cancelled,AGT-391,2026-04-19T06:51:59.680734
POL-002901,CUST-7965,Whole Life,IA,4734.27,500000,2022-07-11,Pending,AGT-961,2026-04-19T06:51:59.680748
POL-002902,CUST-2743,Whole Life,VT,4200.17,500000,2025-08-12,Pending,AGT-544,2026-04-19T06:51:59.680761
POL-002903,CUST-1044,Term Life,VI,316.21,100000,2025-04-26,Active,AGT-916,2026-04-19T06:51:59.680775
POL-002904,CUST-9424,Term Life,TX,289.78,100000,2025-10-16,Pending,AGT-667,2026-04-19T06:51:59.680789
POL-002905,CUST-4765,Term Life,CT,2301.7,500000,2025-06-15,Active,AGT-600,2026-04-19T06:51:59.680802
POL-002906,CUST-3652,Universal Life,MN,2629.77,100000,2026-04-12,Active,AGT-931,2026-04-19T06:51:59.680816
POL-002907,CUST-7000,Universal Life,DE,626.27,100000,2025-11-10,Active,AGT-450,2026-04-19T06:51:59.680830
POL-002908,CUST-1996,Universal Life,GA,513.73,100000,2023-07-13,Pending,AGT-563,2026-04-19T06:51:59.680844
POL-002909,CUST-2665,Whole Life,ND,364.03,250000,2021-10-06,Cancelled,AGT-181,2026-04-19T06:51:59.680858
POL-002910,CUST-1783,Annuity,MT,1869.49,500000,2022-05-12,Pending,AGT-407,2026-04-19T06:51:59.680871
POL-002911,CUST-4268,Universal Life,WI,957.41,250000,2024-07-11,Active,AGT-117,2026-04-19T06:51:59.680885
POL-002912,CUST-8128,Whole Life,UT,1809.77,500000,2025-06-24,Pending,AGT-536,2026-04-19T06:51:59.680914
POL-002913,CUST-8036,Annuity,UT,2531.25,250000,2025-08-10,Active,AGT-674,2026-04-19T06:51:59.680938
POL-002914,CUST-1089,Annuity,PR,1074.93,250000,2025-04-13,Pending,AGT-260,2026-04-19T06:51:59.680956
POL-002915,CUST-8200,Annuity,NM,4207.82,1000000,2022-10-11,Pending,AGT-942,2026-04-19T06:51:59.680971
POL-002916,CUST-3439,Term Life,SC,1830.85,100000,2022-03-20,Lapsed,AGT-950,2026-04-19T06:51:59.680985
POL-002917,CUST-3264,Universal Life,CA,193.0,100000,2021-08-06,Cancelled,AGT-512,2026-04-19T06:51:59.681022
POL-002918,CUST-7796,Universal Life,PA,590.82,500000,2023-11-03,Active,AGT-873,2026-04-19T06:51:59.681041
POL-002919,CUST-2111,Term Life,KY,347.83,1000000,2024-09-10,Pending,AGT-227,2026-04-19T06:51:59.681057
POL-002920,CUST-5133,Term Life,NV,196.27,500000,2024-07-31,Lapsed,AGT-656,2026-04-19T06:51:59.681073
POL-002921,CUST-2113,Annuity,NE,2913.43,500000,2021-08-02,Lapsed,AGT-783,2026-04-19T06:51:59.681089
POL-002922,CUST-2077,Annuity,SC,3943.84,100000,2024-09-25,Cancelled,AGT-725,2026-04-19T06:51:59.681103
POL-002923,CUST-9222,Term Life,NE,4058.38,500000,2023-03-30,Pending,AGT-504,2026-04-19T06:51:59.681160
POL-002924,CUST-9670,Universal Life,MO,3230.52,100000,2023-05-18,Lapsed,AGT-574,2026-04-19T06:51:59.681181
POL-002925,CUST-8192,Term Life,NY,4086.96,1000000,2025-05-04,Cancelled,AGT-204,2026-04-19T06:51:59.681197
POL-002926,CUST-7731,Universal Life,MH,4781.72,250000,2025-03-09,Lapsed,AGT-596,2026-04-19T06:51:59.681212
POL-002927,CUST-5696,Term Life,KS,2476.6,500000,2026-04-03,Lapsed,AGT-338,2026-04-19T06:51:59.681227
POL-002928,CUST-3854,Annuity,MD,2240.78,250000,2022-03-17,Cancelled,AGT-696,2026-04-19T06:51:59.681242
POL-002929,CUST-2866,Universal Life,GU,4054.37,100000,2023-10-17,Cancelled,AGT-269,2026-04-19T06:51:59.681259
POL-002930,CUST-8058,Whole Life,VT,228.9,1000000,2023-08-31,Active,AGT-627,2026-04-19T06:51:59.681274
POL-002931,CUST-8548,Whole Life,GA,617.89,1000000,2026-02-14,Active,AGT-961,2026-04-19T06:51:59.681288
POL-002932,CUST-3594,Term Life,ME,3191.04,500000,2026-03-04,Active,AGT-970,2026-04-19T06:51:59.681302
POL-002933,CUST-9941,Term Life,HI,1252.53,1000000,2021-05-21,Lapsed,AGT-214,2026-04-19T06:51:59.681322
POL-002934,CUST-2368,Universal Life,VT,4816.34,500000,2021-05-09,Active,AGT-934,2026-04-19T06:51:59.681337
POL-002935,CUST-2156,Universal Life,MT,4481.4,500000,2024-10-28,Lapsed,AGT-264,2026-04-19T06:51:59.681351
POL-002936,CUST-2970,Universal Life,IL,4739.34,500000,2022-10-04,Lapsed,AGT-684,2026-04-19T06:51:59.681366
POL-002937,CUST-8214,Annuity,RI,2244.57,100000,2024-04-26,Lapsed,AGT-163,2026-04-19T06:51:59.681380
POL-002938,CUST-1420,Annuity,IA,2746.47,1000000,2025-04-03,Pending,AGT-427,2026-04-19T06:51:59.681394
POL-002939,CUST-8754,Term Life,WI,4161.17,250000,2021-12-31,Lapsed,AGT-489,2026-04-19T06:51:59.681407
POL-002940,CUST-2394,Annuity,ID,3018.83,100000,2023-07-17,Active,AGT-261,2026-04-19T06:51:59.681422
POL-002941,CUST-9370,Universal Life,IA,3404.27,500000,2023-09-23,Lapsed,AGT-714,2026-04-19T06:51:59.681435
POL-002942,CUST-7938,Whole Life,IN,2370.46,1000000,2023-02-14,Pending,AGT-780,2026-04-19T06:51:59.681449
POL-002943,CUST-1819,Annuity,MS,311.36,500000,2024-04-12,Lapsed,AGT-830,2026-04-19T06:51:59.681463
POL-002944,CUST-2931,Annuity,WV,4533.14,100000,2022-05-30,Pending,AGT-215,2026-04-19T06:51:59.681476
POL-002945,CUST-6809,Universal Life,TN,315.7,250000,2025-12-10,Lapsed,AGT-599,2026-04-19T06:51:59.681492
POL-002946,CUST-5654,Whole Life,HI,1733.2,1000000,2024-08-22,Cancelled,AGT-209,2026-04-19T06:51:59.681506
POL-002947,CUST-8540,Universal Life,NV,990.45,100000,2022-05-02,Pending,AGT-818,2026-04-19T06:51:59.681520
POL-002948,CUST-5637,Universal Life,ID,1980.28,250000,2025-06-14,Cancelled,AGT-726,2026-04-19T06:51:59.681534
POL-002949,CUST-8033,Term Life,MP,1401.66,500000,2025-10-27,Lapsed,AGT-166,2026-04-19T06:51:59.681551
POL-002950,CUST-8273,Term Life,MP,849.45,500000,2021-07-02,Active,AGT-495,2026-04-19T06:51:59.681565
POL-002951,CUST-3332,Whole Life,AZ,4908.01,500000,2023-09-30,Lapsed,AGT-945,2026-04-19T06:51:59.681578
POL-002952,CUST-7662,Annuity,NM,2758.84,250000,2024-05-20,Active,AGT-614,2026-04-19T06:51:59.681592
POL-002953,CUST-4637,Annuity,NM,2719.65,250000,2022-02-24,Active,AGT-546,2026-04-19T06:51:59.681606
POL-002954,CUST-3252,Annuity,FM,2036.42,250000,2023-07-25,Pending,AGT-716,2026-04-19T06:51:59.681620
POL-002955,CUST-2116,Universal Life,TX,208.07,100000,2026-04-04,Active,AGT-407,2026-04-19T06:51:59.681634
POL-002956,CUST-2210,Whole Life,OH,4993.68,100000,2025-09-04,Lapsed,AGT-466,2026-04-19T06:51:59.681648
POL-002957,CUST-3674,Whole Life,VA,3602.2,100000,2022-04-26,Lapsed,AGT-318,2026-04-19T06:51:59.681663
POL-002958,CUST-8784,Universal Life,GU,4482.77,500000,2022-12-07,Lapsed,AGT-354,2026-04-19T06:51:59.681679
POL-002959,CUST-1717,Annuity,ME,1673.97,100000,2024-08-22,Pending,AGT-440,2026-04-19T06:51:59.681694
POL-002960,CUST-1359,Whole Life,OK,1865.55,500000,2023-10-02,Cancelled,AGT-607,2026-04-19T06:51:59.681709
POL-002961,CUST-3369,Annuity,AK,710.39,100000,2023-12-04,Pending,AGT-425,2026-04-19T06:51:59.681725
POL-002962,CUST-1517,Whole Life,ND,3515.37,500000,2025-04-30,Active,AGT-906,2026-04-19T06:51:59.681741
POL-002963,CUST-7822,Universal Life,WV,4241.13,1000000,2023-10-21,Pending,AGT-865,2026-04-19T06:51:59.681756
POL-002964,CUST-2070,Whole Life,HI,3530.95,100000,2024-06-28,Active,AGT-987,2026-04-19T06:51:59.681770
POL-002965,CUST-7565,Universal Life,CO,4183.31,250000,2024-11-09,Active,AGT-378,2026-04-19T06:51:59.681785
POL-002966,CUST-2304,Universal Life,MT,1427.26,100000,2022-09-30,Lapsed,AGT-959,2026-04-19T06:51:59.681800
POL-002967,CUST-6348,Whole Life,TN,4603.67,1000000,2023-02-05,Cancelled,AGT-659,2026-04-19T06:51:59.681815
POL-002968,CUST-7917,Whole Life,MN,3524.52,1000000,2024-08-18,Pending,AGT-419,2026-04-19T06:51:59.681829
POL-002969,CUST-9302,Universal Life,OR,2879.38,100000,2025-01-04,Cancelled,AGT-448,2026-04-19T06:51:59.681843
POL-002970,CUST-5279,Annuity,SD,4037.54,100000,2022-08-03,Active,AGT-227,2026-04-19T06:51:59.681858
POL-002971,CUST-3208,Whole Life,WY,387.08,1000000,2024-08-21,Cancelled,AGT-352,2026-04-19T06:51:59.681873
POL-002972,CUST-7250,Term Life,NH,1821.18,100000,2023-03-01,Pending,AGT-180,2026-04-19T06:51:59.681887
POL-002973,CUST-7921,Term Life,MP,1212.64,1000000,2023-01-27,Lapsed,AGT-531,2026-04-19T06:51:59.681900
POL-002974,CUST-6150,Whole Life,NJ,2112.87,250000,2025-10-18,Active,AGT-627,2026-04-19T06:51:59.681916
POL-002975,CUST-5258,Annuity,OK,1924.7,100000,2026-02-25,Pending,AGT-597,2026-04-19T06:51:59.681945
POL-002976,CUST-1125,Term Life,OR,221.39,500000,2022-12-27,Lapsed,AGT-405,2026-04-19T06:51:59.681969
POL-002977,CUST-9689,Annuity,LA,976.74,500000,2022-08-19,Pending,AGT-484,2026-04-19T06:51:59.681998
POL-002978,CUST-5488,Universal Life,RI,2213.57,1000000,2023-12-20,Active,AGT-434,2026-04-19T06:51:59.682014
POL-002979,CUST-8140,Annuity,SC,892.96,500000,2022-01-20,Cancelled,AGT-533,2026-04-19T06:51:59.682029
POL-002980,CUST-6966,Universal Life,MH,3805.7,500000,2023-06-16,Active,AGT-684,2026-04-19T06:51:59.682044
POL-002981,CUST-8382,Annuity,UT,3863.23,250000,2022-01-10,Lapsed,AGT-900,2026-04-19T06:51:59.682058
POL-002982,CUST-9297,Term Life,TX,2183.24,250000,2021-07-30,Cancelled,AGT-364,2026-04-19T06:51:59.682072
POL-002983,CUST-7626,Universal Life,RI,3938.07,250000,2023-09-03,Pending,AGT-444,2026-04-19T06:51:59.682086
POL-002984,CUST-5738,Term Life,IN,631.15,500000,2021-10-30,Cancelled,AGT-334,2026-04-19T06:51:59.682101
POL-002985,CUST-1879,Term Life,MP,3504.48,1000000,2023-10-06,Lapsed,AGT-976,2026-04-19T06:51:59.682119
POL-002986,CUST-4059,Term Life,NH,957.05,500000,2021-12-16,Lapsed,AGT-880,2026-04-19T06:51:59.682135
POL-002987,CUST-8404,Universal Life,HI,4825.24,1000000,2022-12-19,Pending,AGT-418,2026-04-19T06:51:59.682152
POL-002988,CUST-7573,Whole Life,MI,3842.66,100000,2023-06-28,Pending,AGT-128,2026-04-19T06:51:59.682169
POL-002989,CUST-2698,Term Life,MO,966.7,100000,2022-02-18,Active,AGT-481,2026-04-19T06:51:59.682187
POL-002990,CUST-9247,Annuity,ID,2713.7,1000000,2024-08-31,Active,AGT-106,2026-04-19T06:51:59.682203
POL-002991,CUST-9795,Term Life,CA,630.9,1000000,2023-12-09,Pending,AGT-828,2026-04-19T06:51:59.682218
POL-002992,CUST-9102,Whole Life,ME,1059.83,100000,2021-11-25,Lapsed,AGT-691,2026-04-19T06:51:59.682233
POL-002993,CUST-6871,Universal Life,CO,4660.55,100000,2024-05-22,Cancelled,AGT-556,2026-04-19T06:51:59.682251
POL-002994,CUST-3210,Universal Life,MS,3983.39,250000,2023-09-16,Pending,AGT-177,2026-04-19T06:51:59.682266
POL-002995,CUST-3412,Term Life,ND,4605.66,100000,2022-02-10,Lapsed,AGT-641,2026-04-19T06:51:59.682280
POL-002996,CUST-5116,Whole Life,GA,3703.54,1000000,2025-02-17,Cancelled,AGT-333,2026-04-19T06:51:59.682294
POL-002997,CUST-8046,Annuity,FM,3512.53,1000000,2022-01-28,Active,AGT-572,2026-04-19T06:51:59.682308
POL-002998,CUST-6740,Whole Life,SC,1905.63,500000,2023-01-11,Lapsed,AGT-417,2026-04-19T06:51:59.682322
POL-002999,CUST-3095,Term Life,PW,3391.57,250000,2021-10-27,Cancelled,AGT-999,2026-04-19T06:51:59.682336
POL-003000,CUST-5148,Annuity,PR,4004.89,500000,2023-09-29,Active,AGT-132,2026-04-19T06:51:59.682349
POL-003001,CUST-8032,Annuity,AL,1596.97,500000,2023-03-25,Cancelled,AGT-767,2026-04-19T06:51:59.682363
POL-003002,CUST-8654,Annuity,MA,3724.86,250000,2023-07-08,Active,AGT-214,2026-04-19T06:51:59.682378
POL-003003,CUST-3292,Whole Life,MI,855.4,1000000,2023-10-12,Cancelled,AGT-888,2026-04-19T06:51:59.682392
POL-003004,CUST-9802,Universal Life,PA,3442.64,100000,2024-12-01,Pending,AGT-548,2026-04-19T06:51:59.682406
POL-003005,CUST-7523,Whole Life,PR,1290.19,500000,2023-04-26,Lapsed,AGT-601,2026-04-19T06:51:59.682421
POL-003006,CUST-3780,Term Life,AZ,1038.98,1000000,2024-11-02,Lapsed,AGT-939,2026-04-19T06:51:59.682435
POL-003007,CUST-2192,Universal Life,NY,1832.79,100000,2024-03-08,Active,AGT-920,2026-04-19T06:51:59.682450
POL-003008,CUST-2102,Universal Life,RI,4815.35,100000,2025-01-20,Cancelled,AGT-436,2026-04-19T06:51:59.682464
POL-003009,CUST-4184,Term Life,VA,1994.4,250000,2022-05-21,Cancelled,AGT-836,2026-04-19T06:51:59.682507
POL-003010,CUST-9934,Whole Life,NM,1407.15,250000,2022-06-22,Cancelled,AGT-968,2026-04-19T06:51:59.682530
POL-003011,CUST-4760,Annuity,IN,157.89,100000,2021-10-05,Active,AGT-832,2026-04-19T06:51:59.682548
POL-003012,CUST-7493,Universal Life,OR,2423.44,500000,2021-12-04,Active,AGT-962,2026-04-19T06:51:59.682572
POL-003013,CUST-7962,Annuity,MN,4945.6,500000,2022-04-28,Cancelled,AGT-360,2026-04-19T06:51:59.682593
POL-003014,CUST-6889,Annuity,GA,1383.25,100000,2026-01-19,Lapsed,AGT-939,2026-04-19T06:51:59.682616
POL-003015,CUST-9766,Annuity,AZ,3473.33,1000000,2022-02-28,Lapsed,AGT-561,2026-04-19T06:51:59.682760
POL-003016,CUST-2755,Term Life,NM,3244.76,500000,2024-02-27,Lapsed,AGT-759,2026-04-19T06:51:59.682838
POL-003017,CUST-3020,Whole Life,MI,2729.49,500000,2026-01-25,Pending,AGT-923,2026-04-19T06:51:59.682865
POL-003018,CUST-7972,Whole Life,VI,4435.52,100000,2025-03-08,Cancelled,AGT-422,2026-04-19T06:51:59.682887
POL-003019,CUST-8884,Whole Life,MH,4203.8,100000,2024-03-28,Cancelled,AGT-959,2026-04-19T06:51:59.682909
POL-003020,CUST-8363,Whole Life,FL,1343.59,250000,2024-08-20,Active,AGT-929,2026-04-19T06:51:59.682931
POL-003021,CUST-2467,Universal Life,CT,3581.32,250000,2025-10-28,Cancelled,AGT-235,2026-04-19T06:51:59.682954
POL-003022,CUST-4337,Whole Life,AL,3002.73,250000,2024-11-15,Lapsed,AGT-343,2026-04-19T06:51:59.682977
POL-003023,CUST-2690,Whole Life,MH,4881.35,1000000,2025-08-08,Active,AGT-501,2026-04-19T06:51:59.683001
POL-003024,CUST-3574,Whole Life,ID,4918.69,100000,2022-09-30,Lapsed,AGT-271,2026-04-19T06:51:59.683029
POL-003025,CUST-3387,Term Life,GU,319.43,100000,2024-12-18,Active,AGT-289,2026-04-19T06:51:59.683067
POL-003026,CUST-4768,Whole Life,NJ,4455.92,100000,2025-04-24,Active,AGT-808,2026-04-19T06:51:59.683088
POL-003027,CUST-9552,Universal Life,MS,2360.41,1000000,2026-04-03,Active,AGT-146,2026-04-19T06:51:59.683109
POL-003028,CUST-1488,Universal Life,SC,3602.84,100000,2023-01-18,Active,AGT-660,2026-04-19T06:51:59.683132
POL-003029,CUST-2369,Annuity,NV,1027.82,1000000,2022-02-04,Active,AGT-395,2026-04-19T06:51:59.683156
POL-003030,CUST-2011,Whole Life,CT,4498.93,500000,2023-08-13,Cancelled,AGT-765,2026-04-19T06:51:59.683178
POL-003031,CUST-4997,Term Life,FM,2989.2,100000,2021-06-10,Pending,AGT-382,2026-04-19T06:51:59.683199
POL-003032,CUST-7899,Whole Life,CA,1055.44,500000,2021-10-04,Pending,AGT-987,2026-04-19T06:51:59.683220
POL-003033,CUST-6183,Term Life,ID,270.86,250000,2022-05-19,Active,AGT-568,2026-04-19T06:51:59.683243
POL-003034,CUST-7623,Whole Life,NE,117.19,500000,2022-01-09,Cancelled,AGT-860,2026-04-19T06:51:59.683265
POL-003035,CUST-7212,Universal Life,HI,4187.05,500000,2026-01-19,Active,AGT-805,2026-04-19T06:51:59.683298
POL-003036,CUST-1754,Universal Life,MN,2220.97,1000000,2025-01-12,Pending,AGT-375,2026-04-19T06:51:59.683321
POL-003037,CUST-2507,Term Life,NY,163.91,1000000,2025-06-22,Cancelled,AGT-406,2026-04-19T06:51:59.683349
POL-003038,CUST-2417,Term Life,MA,3549.99,250000,2024-01-23,Cancelled,AGT-101,2026-04-19T06:51:59.683376
POL-003039,CUST-8323,Annuity,OK,592.8,500000,2025-09-02,Pending,AGT-142,2026-04-19T06:51:59.683404
POL-003040,CUST-9565,Term Life,MP,1899.69,250000,2022-08-12,Pending,AGT-529,2026-04-19T06:51:59.683431
POL-003041,CUST-9982,Whole Life,OR,1541.59,250000,2025-11-30,Pending,AGT-647,2026-04-19T06:51:59.683472
POL-003042,CUST-7639,Whole Life,CT,2003.23,1000000,2025-12-24,Active,AGT-640,2026-04-19T06:51:59.683504
POL-003043,CUST-4835,Universal Life,GA,2834.35,100000,2024-08-04,Pending,AGT-641,2026-04-19T06:51:59.683533
POL-003044,CUST-8951,Term Life,NJ,1884.01,500000,2023-07-04,Pending,AGT-284,2026-04-19T06:51:59.683563
POL-003045,CUST-6947,Universal Life,NM,4235.08,1000000,2026-04-18,Pending,AGT-123,2026-04-19T06:51:59.683592
POL-003046,CUST-4878,Whole Life,AK,209.16,100000,2021-11-08,Lapsed,AGT-541,2026-04-19T06:51:59.683620
POL-003047,CUST-6873,Universal Life,NV,4261.42,250000,2023-05-19,Pending,AGT-115,2026-04-19T06:51:59.683647
POL-003048,CUST-5959,Term Life,NC,2811.15,100000,2022-02-13,Cancelled,AGT-242,2026-04-19T06:51:59.683672
POL-003049,CUST-2193,Universal Life,HI,1869.91,500000,2026-03-19,Active,AGT-571,2026-04-19T06:51:59.683693
POL-003050,CUST-8973,Universal Life,ID,1524.86,100000,2024-05-18,Lapsed,AGT-599,2026-04-19T06:51:59.683721
POL-003051,CUST-5862,Universal Life,TN,3050.4,100000,2024-08-05,Active,AGT-654,2026-04-19T06:51:59.683744
POL-003052,CUST-3370,Annuity,SD,550.32,1000000,2022-02-25,Lapsed,AGT-546,2026-04-19T06:51:59.683767
POL-003053,CUST-5362,Whole Life,CT,897.32,1000000,2022-12-24,Cancelled,AGT-624,2026-04-19T06:51:59.683790
POL-003054,CUST-2219,Universal Life,ND,361.63,500000,2024-03-15,Cancelled,AGT-372,2026-04-19T06:51:59.683812
POL-003055,CUST-3160,Term Life,MI,4134.21,500000,2021-10-11,Cancelled,AGT-481,2026-04-19T06:51:59.683838
POL-003056,CUST-8964,Term Life,GA,1662.91,250000,2025-06-03,Active,AGT-965,2026-04-19T06:51:59.683858
POL-003057,CUST-3318,Whole Life,OR,4238.36,500000,2021-06-28,Pending,AGT-950,2026-04-19T06:51:59.683882
POL-003058,CUST-1000,Term Life,WY,4696.67,100000,2023-02-07,Active,AGT-747,2026-04-19T06:51:59.683905
POL-003059,CUST-7542,Whole Life,NY,4634.17,500000,2026-01-22,Pending,AGT-381,2026-04-19T06:51:59.683927
POL-003060,CUST-1865,Universal Life,NY,941.22,250000,2025-04-30,Cancelled,AGT-967,2026-04-19T06:51:59.683952
POL-003061,CUST-8700,Whole Life,AZ,2565.18,500000,2026-03-31,Cancelled,AGT-105,2026-04-19T06:51:59.683982
POL-003062,CUST-1957,Term Life,GU,2478.83,250000,2025-04-16,Lapsed,AGT-805,2026-04-19T06:51:59.684007
POL-003063,CUST-5289,Universal Life,KY,1277.82,250000,2025-11-16,Pending,AGT-174,2026-04-19T06:51:59.684033
POL-003064,CUST-7381,Annuity,NJ,130.61,100000,2024-04-11,Active,AGT-905,2026-04-19T06:51:59.684058
POL-003065,CUST-6757,Term Life,NH,548.19,500000,2023-03-24,Active,AGT-725,2026-04-19T06:51:59.684081
POL-003066,CUST-3916,Universal Life,FL,4440.95,100000,2022-01-28,Active,AGT-422,2026-04-19T06:51:59.684103
POL-003067,CUST-4046,Universal Life,HI,496.27,100000,2022-03-03,Cancelled,AGT-332,2026-04-19T06:51:59.684123
POL-003068,CUST-8218,Term Life,VT,4122.0,250000,2024-02-15,Lapsed,AGT-144,2026-04-19T06:51:59.684180
POL-003069,CUST-1537,Universal Life,WA,447.31,1000000,2023-04-18,Cancelled,AGT-796,2026-04-19T06:51:59.684206
POL-003070,CUST-1240,Term Life,OK,4789.21,500000,2021-09-05,Active,AGT-998,2026-04-19T06:51:59.684225
POL-003071,CUST-9260,Annuity,KS,2852.69,500000,2021-07-26,Cancelled,AGT-332,2026-04-19T06:51:59.684243
POL-003072,CUST-3307,Universal Life,NH,2124.7,250000,2021-12-07,Pending,AGT-452,2026-04-19T06:51:59.684262
POL-003073,CUST-3154,Annuity,VI,1467.24,1000000,2024-03-09,Active,AGT-523,2026-04-19T06:51:59.684286
POL-003074,CUST-2443,Whole Life,CT,4889.28,250000,2022-09-23,Cancelled,AGT-930,2026-04-19T06:51:59.684306
POL-003075,CUST-9821,Term Life,MT,1144.77,100000,2025-07-19,Active,AGT-364,2026-04-19T06:51:59.684325
POL-003076,CUST-6444,Term Life,DC,853.27,1000000,2024-11-27,Lapsed,AGT-801,2026-04-19T06:51:59.684347
POL-003077,CUST-4001,Term Life,HI,2394.53,500000,2024-08-21,Lapsed,AGT-902,2026-04-19T06:51:59.684370
POL-003078,CUST-6897,Universal Life,MH,1354.56,250000,2024-08-02,Cancelled,AGT-992,2026-04-19T06:51:59.684401
POL-003079,CUST-3480,Universal Life,UT,2696.7,1000000,2023-09-26,Cancelled,AGT-658,2026-04-19T06:51:59.684466
POL-003080,CUST-8133,Term Life,MS,3752.13,1000000,2025-12-17,Lapsed,AGT-702,2026-04-19T06:51:59.684488
POL-003081,CUST-9977,Whole Life,IL,4949.66,500000,2024-01-26,Cancelled,AGT-654,2026-04-19T06:51:59.684512
POL-003082,CUST-9247,Whole Life,IN,2781.1,250000,2022-01-03,Cancelled,AGT-919,2026-04-19T06:51:59.684540
POL-003083,CUST-4733,Universal Life,NM,4613.57,500000,2023-03-23,Pending,AGT-241,2026-04-19T06:51:59.684563
POL-003084,CUST-9850,Term Life,MH,1721.16,100000,2024-07-07,Pending,AGT-935,2026-04-19T06:51:59.684586
POL-003085,CUST-8279,Annuity,NH,3552.97,1000000,2024-07-13,Cancelled,AGT-559,2026-04-19T06:51:59.684610
POL-003086,CUST-6497,Annuity,AK,492.3,1000000,2022-06-15,Lapsed,AGT-310,2026-04-19T06:51:59.684634
POL-003087,CUST-3994,Term Life,NJ,3010.93,500000,2025-11-17,Cancelled,AGT-209,2026-04-19T06:51:59.684683
POL-003088,CUST-1696,Universal Life,IL,3181.83,500000,2024-04-21,Active,AGT-782,2026-04-19T06:51:59.684705
POL-003089,CUST-2666,Whole Life,NV,588.68,100000,2024-09-01,Active,AGT-573,2026-04-19T06:51:59.684724
POL-003090,CUST-9315,Universal Life,MI,564.3,100000,2025-12-10,Lapsed,AGT-436,2026-04-19T06:51:59.684740
POL-003091,CUST-5832,Universal Life,PR,3441.69,100000,2022-11-04,Lapsed,AGT-272,2026-04-19T06:51:59.684755
POL-003092,CUST-1389,Universal Life,OR,3613.73,500000,2025-02-11,Lapsed,AGT-422,2026-04-19T06:51:59.684770
POL-003093,CUST-5391,Term Life,GA,3444.68,100000,2026-02-15,Active,AGT-782,2026-04-19T06:51:59.684786
POL-003094,CUST-3215,Whole Life,TN,2244.91,500000,2024-05-05,Cancelled,AGT-992,2026-04-19T06:51:59.684801
POL-003095,CUST-1975,Term Life,ID,873.75,1000000,2024-04-24,Active,AGT-180,2026-04-19T06:51:59.684820
POL-003096,CUST-6234,Term Life,AK,1752.58,250000,2024-07-09,Cancelled,AGT-917,2026-04-19T06:51:59.684835
POL-003097,CUST-5253,Universal Life,MS,3205.21,500000,2024-05-29,Active,AGT-548,2026-04-19T06:51:59.684849
POL-003098,CUST-5628,Term Life,NJ,4783.72,1000000,2025-12-24,Active,AGT-883,2026-04-19T06:51:59.684864
POL-003099,CUST-8257,Whole Life,VI,4238.17,1000000,2021-11-27,Active,AGT-462,2026-04-19T06:51:59.684878
POL-003100,CUST-6999,Term Life,KS,4575.93,100000,2026-01-27,Active,AGT-109,2026-04-19T06:51:59.684894
POL-003101,CUST-7433,Annuity,MA,4791.22,250000,2025-03-10,Cancelled,AGT-891,2026-04-19T06:51:59.684908
POL-003102,CUST-1199,Whole Life,NY,3481.14,100000,2025-12-28,Active,AGT-384,2026-04-19T06:51:59.684923
POL-003103,CUST-6705,Whole Life,MA,4694.67,250000,2024-03-29,Pending,AGT-146,2026-04-19T06:51:59.684937
POL-003104,CUST-9298,Annuity,GA,415.61,500000,2024-08-15,Active,AGT-326,2026-04-19T06:51:59.684951
